"Address","City","State","Zip_Code","Name","Income_Mean","Income_Median"
"2625 W Hillsborough Ave","Tampa","FL",33614,"Krystal",57624.756410256414,76252.21794871795
"1500 Western Blvd","Tarboro","NC",27886,"McDonald's",45562.5,34797.5
"282 Winthrop St","Taunton","MA",2780,"McDonald's",76927.25,120489.75
"26730 Eureka Rd","Taylor","MI",48180,"McDonald's",46429.57142857143,37958.42857142857
"23333 Eureka Rd","Taylor","MI",48180,"McDonald's",46429.57142857143,37958.42857142857
"12900 Allen Rd","Taylor","MI",48180,"Burger King",46429.57142857143,37958.42857142857
"20905 Ecorse Rd","Taylor","MI",48180,"Burger King",46429.57142857143,37958.42857142857
"401 W Spresser St","Taylorville","IL",62568,"McDonald's",54757,42989
"5144 S Rural Rd","Tempe","AZ",85282,"McDonald's",64657.5,56220
"804 S Mcclintock Dr","Tempe","AZ",85281,"Wienerschnitzel",64657.5,56220
"1801 E Guadalupe Rd","Tempe","AZ",85283,"Taco Bell",64657.5,56220
"9955 S Priest Dr","Tempe","AZ",85284,"McDonald's",64657.5,56220
"1325 W Broadway Rd","Tempe","AZ",85282,"McDonald's",64657.5,56220
"3111 S 31st St","Temple","TX",76502,"Auntie Anne's Pretzels",64124.333333333336,96229.5
"204 N Canal Blvd","Thibodaux","LA",70301,"Quiznos Sub",53223.5,47971.5
"800 N Canal Blvd","Thibodaux","LA",70301,"SONIC Drive In",53223.5,47971.5
"225 3rd St W","Thief River Falls","MN",56701,"Arby's",43090,36531
"120 W Main St","Thomasville","NC",27360,"Domino's Pizza",60183,52535.5
"5752 Lindero Canyon Rd","Thousand Oaks","CA",91362,"Panda Express",92375.4,116625.2
"1714 W Market St","Tiffin","OH",44883,"McDonald's",56484.5,48760.25
"116 N Franklin St","Titusville","PA",16354,"Subway",49740,45871
"111 State Highway 239 E","Tivoli","TX",77990,"Dairy Queen",47659,34375
"713 Big A Rd","Toccoa","GA",30577,"Taco Bell",51213.666666666664,118808.33333333333
"1540 Broadway St","Toledo","OH",43609,"McDonald's",44954.78048780488,54879.26829268293
"5842 W Central Ave","Toledo","OH",43615,"Subway",44954.78048780488,54879.26829268293
"1520 Cherry St","Toledo","OH",43608,"McDonald's",44954.78048780488,54879.26829268293
"1560 E Alexis Rd","Toledo","OH",43612,"McDonald's",44954.78048780488,54879.26829268293
"10 Main St","Tonawanda","NY",14150,"McDonald's",61399.4,146482
"739 W 1st Ave","Toppenish","WA",98948,"McDonald's",49958,164049.5
"1850 Franklin St","Toronto","OH",43964,"McDonald's",47582,44002.333333333336
"3737 Pacific Coast Hwy","Torrance","CA",90505,"Panda Express",94377.8947368421,135338.15789473685
"20 Main St","Townsend","MA",1469,"McDonald's",107414,95132
"825 Dulaney Valley Rd Ste 3285","Towson","MD",21204,"Chick-fil-A",94547.66666666667,145849
"2468 S Airport Rd W","Traverse City","MI",49684,"McDonald's",73362.125,121565.75
"22172 West Rd","Trenton","MI",48183,"McDonald's",67179,55950
"3355 West Rd","Trenton","MI",48183,"McDonald's",67179,55950
"1002 NW Frontage Rd","Troutdale","OR",97060,"McDonald's",70002,60392
"1263 Highway 231 S","Troy","AL",36081,"Krystal",47058.5,35027
"5765 E Broadway Blvd","Tucson","AZ",85711,"Wienerschnitzel",56039.256410256414,68407.41025641025
"10615 N Oracle Rd","Tucson","AZ",85737,"Burger King",56039.256410256414,68407.41025641025
"4299 W Ina Rd","Tucson","AZ",85741,"Arby's",56039.256410256414,68407.41025641025
"1530 W Valencia Rd","Tucson","AZ",85746,"Arby's",56039.256410256414,68407.41025641025
"16338 N Oracle Rd","Tucson","AZ",85739,"Arby's",56039.256410256414,68407.41025641025
"7285 E 22nd St","Tucson","AZ",85710,"Arby's",56039.256410256414,68407.41025641025
"1711 E Speedway Blvd","Tucson","AZ",85719,"McDonald's",56039.256410256414,68407.41025641025
"7915 N Oracle Rd","Tucson","AZ",85704,"Taco Bell",56039.256410256414,68407.41025641025
"2250 W Ironwood Hill Dr","Tucson","AZ",85745,"McDonald's",56039.256410256414,68407.41025641025
"8270 N Cortaro Rd","Tucson","AZ",85743,"Taco Bell",56039.256410256414,68407.41025641025
"495 E Wetmore Rd","Tucson","AZ",85705,"Taco Bell",56039.256410256414,68407.41025641025
"4951 S Campbell Ave","Tucson","AZ",85706,"Taco Bell",56039.256410256414,68407.41025641025
"1111 S Wilmot Rd","Tucson","AZ",85711,"Taco Bell",56039.256410256414,68407.41025641025
"3455 E Grant Rd","Tucson","AZ",85716,"Taco Bell",56039.256410256414,68407.41025641025
"3800 W Linda Vista Blvd","Tucson","AZ",85742,"McDonald's",56039.256410256414,68407.41025641025
"3856 E Speedway Blvd","Tucson","AZ",85716,"McDonald's",56039.256410256414,68407.41025641025
"3315 N Swan Rd","Tucson","AZ",85712,"McDonald's",56039.256410256414,68407.41025641025
"9490 E Golf Links Rd","Tucson","AZ",85730,"McDonald's",56039.256410256414,68407.41025641025
"6370 E Golf Links Rd","Tucson","AZ",85730,"Panda Express",56039.256410256414,68407.41025641025
"1415 Hillman St","Tulare","CA",93274,"Del Taco",49913.6,38866.6
"1520 Hillman St","Tulare","CA",93274,"Taco Bell",49913.6,38866.6
"510 E Tulare Ave","Tulare","CA",93274,"Taco Bell",49913.6,38866.6
"1018 N Jackson St","Tullahoma","TN",37388,"McDonald's",70218.66666666667,219868.33333333334
"7436 E Admiral Pl","Tulsa","OK",74115,"Taco Bueno",56694.954545454544,56594.34090909091
"6004 S Sheridan Rd","Tulsa","OK",74145,"Whataburger",56694.954545454544,56594.34090909091
"6519 E 91st St","Tulsa","OK",74133,"Taco Bueno",56694.954545454544,56594.34090909091
"2700 Geer Rd","Turlock","CA",95382,"Taco Bell",51614.71428571428,76834.42857142857
"2050 W Main St","Turlock","CA",95380,"Taco Bell",51614.71428571428,76834.42857142857
"1553 Kimberly Rd","Twin Falls","ID",83301,"Subway",52087.333333333336,39545.666666666664
"1739 S Beckham Ave","Tyler","TX",75701,"Whataburger",44496.9,33631.8
"7425 S Broadway Ave","Tyler","TX",75703,"Taco Bell",44496.9,33631.8
"1535 Denmark Rd","Union","MO",63084,"Arby's",78320,68999
"534 Rice Ave","Union","SC",29379,"Bojangles' Famous Chicken 'n Biscuits",36560.25,27537.25
"1050 Front St","Uniondale","NY",11553,"McDonald's",102260.33333333333,225739
"1371 E Foothill Blvd","Upland","CA",91786,"Del Taco",85846.83333333333,142180.16666666666
"1003 W University Ave","Urbana","IL",61801,"Taco Bell",47744.75,99017.5
"601 N Cunningham Ave","Urbana","IL",61801,"McDonald's",47744.75,99017.5
"515 E Main St","Uvalde","TX",78801,"Burger King",42644.6,29336.8
"4593 N Valdosta Rd","Valdosta","GA",31602,"Subway",48521,39919.88888888889
"28082 The Old Rd","Valencia","CA",91355,"Del Taco",105715,170748.66666666666
"170 Lincoln Rd E","Vallejo","CA",94591,"McDonald's",72252.92857142857,123516.5
"3201 Sonoma Blvd","Vallejo","CA",94590,"Arby's",72252.92857142857,123516.5
"2789 Interstate Highway 20","Van","TX",75790,"Dairy Queen",65657.5,58227.5
"6821 Balboa Blvd","Van Nuys","CA",91406,"Del Taco",69274.23529411765,69099.64705882352
"14445 Burbank Blvd","Van Nuys","CA",91401,"Panda Express",69274.23529411765,69099.64705882352
"14480 Sherman Way","Van Nuys","CA",91405,"Boston Market",69274.23529411765,69099.64705882352
"8300 NE Vancouver Plaza Dr","Vancouver","WA",98662,"Taco Bell",68988.48148148147,101635.37037037036
"13307 NE Highway 99","Vancouver","WA",98665,"Panda Express",68988.48148148147,101635.37037037036
"820 Veterans Ave","Vandalia","IL",62471,"McDonald's",27773,17235
"3301 E Main St","Ventura","CA",93003,"Dairy Queen",70730.44444444444,84752.44444444444
"702 N Dakota St","Vermillion","SD",57069,"McDonald's",45280,28622.5
"509 E Rio Grande St","Victoria","TX",77901,"Whataburger",59764.25,76369
"322 S Wilson St","Vinita","OK",74301,"Taco Mayo",56822,43567
"2188 Great Neck Sq","Virginia Beach","VA",23454,"Hardee's",77764.625,114946.275
"5409 Indian River Rd","Virginia Beach","VA",23464,"Chick-fil-A",77764.625,114946.275
"5528 Bosque Blvd","Waco","TX",76710,"Subway",43830.5,67087.625
"950 N Loop 340","Waco","TX",76705,"Whataburger",43830.5,67087.625
"964 High St","Wadsworth","OH",44281,"Arby's",90371,78255
"420 S Dewey Ave","Wagoner","OK",74467,"McDonald's",55349,300000
"814 S 9th Ave","Walla Walla","WA",99362,"McDonald's",65899.2,106949
"595 Main St","Walpole","MA",2081,"McDonald's",105385.5,190948.5
"789 Main St","Waltham","MA",2451,"McDonald's",89713.16666666667,109348.66666666667
"205 Delaware St","Walton","NY",13856,"McDonald's",24505,14313
"907 Apollo Dr","Wapakoneta","OH",45895,"Arby's",44396,35943
"419 N Davis Dr","Warner Robins","GA",31093,"Taco Bell",54812.5,126728
"1638 Watson Blvd","Warner Robins","GA",31093,"Krystal",54812.5,126728
"1224 Watson Blvd","Warner Robins","GA",31093,"Dairy Queen",54812.5,126728
"4240 E 14 Mile Rd","Warren","MI",48092,"McDonald's",50617,66901.11111111111
"1900 Plaza Dr","Warsaw","IN",46580,"Dairy Queen",62591.4,108319
"878 Post Rd","Warwick","RI",2888,"Dragon Dragon",74073.77777777778,88943.55555555556
"1401 Leesburg Ave","Washington Court House","OH",43160,"McDonald's",45621,36694
"4922 Dixie Hwy","Waterford","MI",48329,"Burger King",66545.41666666667,75379.08333333333
"805 Franklin St","Waterloo","IA",50703,"Hardee's",57186.25,49727.25
"46 Arsenal St","Watertown","MA",2472,"Wild Willy's",118624.33333333333,229034.33333333334
"820 35th Cir SE","Watertown","SD",57201,"McDonald's",74880,170235
"1459 Main St","Watsonville","CA",95076,"McDonald's",68920.55555555556,51787.666666666664
"1498 US Highway 17 N","Wauchula","FL",33873,"Pizza Hut",70546,171140
"2609 Stewart Ave","Wausau","WI",54401,"Hardee's",53926.6,43129.4
"32940 Michigan Ave","Wayne","MI",48184,"Taco Bell",49762.5,38931
"608 E Main St","Waynesboro","PA",17268,"Subway",56958.333333333336,129271.33333333333
"4915 E Interstate 20","Weatherford","TX",76087,"Whataburger",71695,121254.25
"2801 E Interstate 20","Weatherford","TX",76087,"Subway",71695,121254.25
"5153 E Interstate 20 Service Rd N","Weatherford","TX",76087,"Subway",71695,121254.25
"44 E Main St","Webster","MA",1570,"McDonald's",85824,68440
"2900 Wendell Blvd","Wendell","NC",27591,"McDonald's",66191.33333333333,130787.66666666667
"2900 Cook Rd","West Branch","MI",48661,"Arby's",43606.666666666664,33234.333333333336
"38 E Market St","West Chester","PA",19382,"Shawarma Kebab",100704.9,95209.9
"2548 S Azusa Ave","West Covina","CA",91792,"Jack in the Box",87499.3,124947
"832 Factory Outlet Dr","West Frankfort","IL",62896,"Taco Bell",51170,40865
"6096 Highway 49","West Helena","AR",72390,"Pizza Pro",27759.5,18927.5
"6534 Platt Ave","West Hills","CA",91307,"Panda Express",81006.4,108682.6
"7545 Fallbrook Ave","West Hills","CA",91307,"Taco Bell",81006.4,108682.6
"506 Sagamore Pkwy W","West Lafayette","IN",47906,"Pizza Hut",62453.333333333336,49690.333333333336
"18550 Willamette Dr","West Linn","OR",97068,"McDonald's",122818,106896.33333333333
"2100 8th Ct","West Linn","OR",97068,"McDonald's",122818,106896.33333333333
"100 Thomas Rd","West Monroe","LA",71291,"Burger King",53697.25,42880.75
"1700 W Capitol Ave","West Sacramento","CA",95691,"McDonald's",75391,300000
"850 Harbor Blvd","West Sacramento","CA",95691,"Taco Bell",75391,300000
"957 Main St","West Warwick","RI",2893,"Domino's Pizza",63108.666666666664,132122.33333333334
"600 Union Street","Westborough","MA",1581,"Panera Bread",142576,300000
"511 Old Country Rd","Westbury","NY",11590,"Taco Bell",88471.2,111460
"3385 E Dublin Granville Rd","Westerville","OH",43081,"Waffle House",93012.2,168924.6
"16414 Beach Blvd","Westminster","CA",92683,"Dairy Queen",70310.33333333333,56618.5
"2202 N Richmond Rd","Wharton","TX",77488,"Pizza Hut",59737,48904
"856 Highway 76","White House","TN",37188,"McDonald's",59668,50339
"6845 Highland Rd","White Lake","MI",48383,"Siam Fusion",89740.5,184671.5
"6495 Us Highway 93 S","Whitefish","MT",59937,"McDonald's",62123,46963.5
"5903 Weckerly Rd","Whitehouse","OH",43571,"Subway",77530,300000
"1190 Providence Rd","Whitinsville","MA",1588,"McDonald's",74814,63671
"9747 E M 36","Whitmore Lake","MI",48189,"Arby's",80383.5,65641.5
"1818 E Pawnee St","Wichita","KS",67211,"Spangles",58381.295454545456,67845.68181818182
"427 N Hillside St","Wichita","KS",67214,"Taco Bueno",58381.295454545456,67845.68181818182
"3404 Mcniel Ave","Wichita Falls","TX",76308,"Whataburger",55137.333333333336,61753.8
"4417 Kemp Blvd","Wichita Falls","TX",76308,"Taco Bueno",55137.333333333336,61753.8
"2841 Bishop Rd","Wickliffe","OH",44092,"McDonald's",55334.5,49188.5
"805 Highway 2 N","Wilburton","OK",74578,"Pizza Hut",49248,35054
"700 S 10th St","Williamsburg","KY",40769,"McDonald's",27360,25582
"6732 Mooretown Rd","Williamsburg","VA",23188,"Chick-fil-A",79716.6,107556.2
"127 S Black Horse Pike","Williamstown","NJ",8094,"Domino's Pizza",81062.6,165739
"2819 Easton Rd","Willow Grove","PA",19090,"Nino's Pizzarama",80833.33333333333,146970.66666666666
"91 York Rd","Willow Grove","PA",19090,"Mandarin Garden",80833.33333333333,146970.66666666666
"236 N Humboldt Ave","Willows","CA",95988,"McDonald's",59532,40422
"212 Main St","Wilmington","MA",1887,"McDonald's",118001,111923
"1010 S Monticello St","Winamac","IN",46996,"Dairy Queen",57984,300000
"1525 Main St","Windsor","CO",80550,"Subway",85313.33333333333,77080
"526 E 2nd St","Winner","SD",57580,"McDonald's",0,0
"5938 Highway 167 N","Winnfield","LA",71483,"Burger King",38288,26066
"404 W Broadway St","Winnsboro","TX",75494,"Subway",69147,46224
"1304 E Second St","Winslow","AZ",86047,"Dairy Queen",49246,117110.33333333333
"1951 Aloma Ave","Winter Park","FL",32792,"Subway",74571.83333333333,62394.333333333336
"1305 Tuskawilla Rd","Winter Springs","FL",32708,"Arby's",83643,181655
"4239 Winterville Pkwy","Winterville","NC",28590,"Chick-fil-A",59956,62242
"403 W Main St","Wise","VA",24293,"Hardee's",65000,53595
"300 Mishawum Rd","Woburn","MA",1801,"McDonald's",95390,246367
"4248 Dale Blvd","Woodbridge","VA",22193,"Taco Bell",106563.6875,198687.25
"19942 12 Ventura Blvd","Woodland Hills","CA",91364,"Baskin-Robbins",103284.5,83455.75
"22730 Victory Blvd","Woodland Hills","CA",91367,"Jack in the Box",103284.5,83455.75
"9550 Main St","Woodstock","GA",30188,"Subway",94119.6,130407.4
"7170 E Lincoln Way","Wooster","OH",44691,"Subway",51899,41915.2
"1663 N Humiston Ave","Worthington","MN",56187,"Arby's",49883.75,41735
"1601 W Kirby St","Wylie","TX",75098,"Taco Bell",98277.5,142235.75
"2727 28th St SW","Wyoming","MI",49519,"McDonald's",55668.4,146328.6
"765 44th St SW","Wyoming","MI",49509,"Arby's",55668.4,146328.6
"572 W Main St","Xenia","OH",45385,"Subway",67377,106127.5
"5910 Summitview Ave","Yakima","WA",98908,"McDonald's",51842,65828.54545454546
"1600 E Chestnut Ave","Yakima","WA",98901,"McDonald's",51842,65828.54545454546
"716 E Yakima Ave","Yakima","WA",98901,"Taco Bell",51842,65828.54545454546
"505 W Yelm Ave","Yelm","WA",98597,"McDonald's",90482,88809
"155 S Broadway","Yonkers","NY",10701,"McDonald's",81780.42857142857,132785.7142857143
"2554 Central Park Ave","Yonkers","NY",10710,"McDonald's",81780.42857142857,132785.7142857143
"11 Mall Walk","Yonkers","NY",10704,"Mrs. Fields",81780.42857142857,132785.7142857143
"5003a Victory Blvd","Yorktown","VA",23693,"Chick-fil-A",113416.33333333333,169872.66666666666
"5001 Victory Blvd","Yorktown","VA",23693,"Hardee's",113416.33333333333,169872.66666666666
"8585 South Ave","Youngstown","OH",44514,"Taco Bell",42814.58823529412,77428.05882352941
"3212 Mahoning Ave","Youngstown","OH",44509,"Subway",42814.58823529412,77428.05882352941
"1300 Doral Dr","Youngstown","OH",44514,"Subway",42814.58823529412,77428.05882352941
"33676 Yucaipa Blvd","Yucaipa","CA",92399,"Subway",61501,93050
"462582 State Road 200","Yulee","FL",32097,"Krystal",82905,70640
"1325 S Yuma Palms Pkwy","Yuma","AZ",85365,"Pretzel Time",53900.8125,72538.4375
"1676 S 4th Ave","Yuma","AZ",85364,"Taco Bell",53900.8125,72538.4375
"351 W 20th St","Yuma","AZ",85364,"Del Taco",53900.8125,72538.4375
"5131 Main St","Zachary","LA",70791,"Burger King",79647,186618
"1638 Maysville Ave","Zanesville","OH",43701,"McDonald's",43846.5,32069.5
"2739 Maple Ave","Zanesville","OH",43701,"McDonald's",43846.5,32069.5
